NombreProceso,NombreGrupo,Fecha,total_ejecucionesFecha,total_mipsFecha
*SYSTEM/OLEDB/WORKER,UNISYS_SW1,2024-12-02,1576,1.4894936540887627
*SYSTEM/OLEDB/WORKER,OLEDB,2024-12-02,2,0.0007664761625772601
*SYSTEM/OLEDB/WORKER,ENLACE,2024-12-02,7,0.0033858056770656795
*SYSTEM/OLEDB/WORKER,OLEDB,2024-10-21,2,0.000800182898948331
*SYSTEM/OLEDB/WORKER,ENLACE,2024-10-19,12,0.07830821289512696
*SYSTEM/OLEDB/WORKER,UNISYS_SW1,2024-10-21,1444,2.257987604558955
*SYSTEM/OLEDB/WORKER,UNISYS_SW1,2024-10-22,1458,2.4731225551271017
*SYSTEM/OLEDB/WORKER,UNISYS_UNASSIGNED,2024-10-24,2,0.00708353167729039
*SYSTEM/OLEDB/WORKER,OLEDB,2024-10-22,6,0.001922285473210343
*SYSTEM/OLEDB/WORKER,UNISYS_SW1,2024-10-27,1322,1.3725543759762653
*SYSTEM/OLEDB/WORKER,ENLACE,2024-10-30,7,0.0016496427305022804
*SYSTEM/OLEDB/WORKER,UNISYS_SW1,2024-10-28,1145,1.0086553547234969
*SYSTEM/OLEDB/WORKER,UNISYS_UNASSIGNED,2024-11-02,1,0.001016694693019889
*SYSTEM/OLEDB/WORKER,UNISYS_SW1,2024-10-31,1939,1.557729295785847
*SYSTEM/OLEDB/WORKER,UNISYS_SW1,2024-11-05,1778,2.493370961568374
*SYSTEM/OLEDB/WORKER,OLEDB,2024-11-03,2,0.001094279650739373
*SYSTEM/OLEDB/WORKER,UNISYS_UNASSIGNED,2024-11-07,1,0.0014341480849284565
*SYSTEM/OLEDB/WORKER,UNISYS_SW1,2024-11-06,1627,1.8549855611858652
*SYSTEM/OLEDB/WORKER,ENLACE,2024-11-08,6,0.06356470801422255
*SYSTEM/OLEDB/WORKER,UNISYS_SW1,2024-11-09,1086,3.1441741176706306
